authors,decision,forum_link,paper_id,pdf_link,title
"Jonathon Cai, Richard Shin, Dawn Song",Accept (Oral),https://openreview.net/forum?id=BkbY4psgg&noteId=BkbY4psgg,BkbY4psgg,https://openreview.net/pdf?id=BkbY4psgg,Making Neural Programming Architectures Generalize via Recursion
"Johannes Ballé, Valero Laparra, Eero P. Simoncelli",Accept (Oral),https://openreview.net/forum?id=rJxdQ3jeg&noteId=rJxdQ3jeg,rJxdQ3jeg,https://openreview.net/pdf?id=rJxdQ3jeg,End-to-end Optimized Image Compression
"Sachin Ravi, Hugo Larochelle",Accept (Oral),https://openreview.net/forum?id=rJY0-Kcll&noteId=rJY0-Kcll,rJY0-Kcll,https://openreview.net/pdf?id=rJY0-Kcll,Optimization as a Model for Few-Shot Learning
"Antoine Bordes, Y-Lan Boureau, Jason Weston",Accept (Oral),https://openreview.net/forum?id=S1Bb3D5gg&noteId=S1Bb3D5gg,S1Bb3D5gg,https://openreview.net/pdf?id=S1Bb3D5gg,Learning End-to-End Goal-Oriented Dialog
"Martin Arjovsky, Leon Bottou",Accept (Oral),https://openreview.net/forum?id=Hk4_qw5xe&noteId=Hk4_qw5xe,Hk4_qw5xe,https://openreview.net/pdf?id=Hk4_qw5xe,Towards Principled Methods for Training Generative Adversarial Networks
"Max Jaderberg, Volodymyr Mnih, Wojciech Marian Czarnecki, Tom Schaul, Joel Z Leibo, David Silver, Koray Kavukcuoglu",Accept (Oral),https://openreview.net/forum?id=SJ6yPD5xg&noteId=SJ6yPD5xg,SJ6yPD5xg,https://openreview.net/pdf?id=SJ6yPD5xg,Reinforcement Learning with Unsupervised Auxiliary Tasks
"Angeliki Lazaridou, Alexander Peysakhovich, Marco Baroni",Accept (Oral),https://openreview.net/forum?id=Hk8N3Sclg&noteId=Hk8N3Sclg,Hk8N3Sclg,https://openreview.net/pdf?id=Hk8N3Sclg,Multi-Agent Cooperation and the Emergence of (Natural) Language
"Chiyuan Zhang, Samy Bengio, Moritz Hardt, Benjamin Recht, Oriol Vinyals",Accept (Oral),https://openreview.net/forum?id=Sy8gdB9xx&noteId=Sy8gdB9xx,Sy8gdB9xx,https://openreview.net/pdf?id=Sy8gdB9xx,Understanding deep learning requires rethinking generalization
"Barret Zoph, Quoc Le",Accept (Oral),https://openreview.net/forum?id=r1Ue8Hcxg&noteId=r1Ue8Hcxg,r1Ue8Hcxg,https://openreview.net/pdf?id=r1Ue8Hcxg,Neural Architecture Search with Reinforcement Learning
"Shixiang Gu, Timothy Lillicrap, Zoubin Ghahramani, Richard E. Turner, Sergey Levine",Accept (Oral),https://openreview.net/forum?id=SJ3rcZcxl&noteId=SJ3rcZcxl,SJ3rcZcxl,https://openreview.net/pdf?id=SJ3rcZcxl,Q-Prop: Sample-Efficient Policy Gradient with An Off-Policy Critic
"Alexey Dosovitskiy, Vladlen Koltun",Accept (Oral),https://openreview.net/forum?id=rJLS7qKel&noteId=rJLS7qKel,rJLS7qKel,https://openreview.net/pdf?id=rJLS7qKel,Learning to Act by Predicting the Future
"Nitish Shirish Keskar, Dheevatsa Mudigere, Jorge Nocedal, Mikhail Smelyanskiy, Ping Tak Peter Tang",Accept (Oral),https://openreview.net/forum?id=H1oyRlYgg&noteId=H1oyRlYgg,H1oyRlYgg,https://openreview.net/pdf?id=H1oyRlYgg,On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima
"Nicolas Papernot, Martín Abadi, Úlfar Erlingsson, Ian Goodfellow, Kunal Talwar",Accept (Oral),https://openreview.net/forum?id=HkwoSDPgg&noteId=HkwoSDPgg,HkwoSDPgg,https://openreview.net/pdf?id=HkwoSDPgg,Semi-supervised Knowledge Transfer for Deep Learning from Private Training Data
"Casper Kaae Sønderby, Jose Caballero, Lucas Theis, Wenzhe Shi, Ferenc Huszár",Accept (Oral),https://openreview.net/forum?id=S1RP6GLle&noteId=S1RP6GLle,S1RP6GLle,https://openreview.net/pdf?id=S1RP6GLle,Amortised MAP Inference for Image Super-resolution
Daniel D. Johnson,Accept (Oral),https://openreview.net/forum?id=HJ0NvFzxl&noteId=HJ0NvFzxl,HJ0NvFzxl,https://openreview.net/pdf?id=HJ0NvFzxl,Learning Graphical State Transitions
"Sergey Zagoruyko, Nikos Komodakis",Accept (Poster),https://openreview.net/forum?id=Sks9_ajex&noteId=Sks9_ajex,Sks9_ajex,https://openreview.net/pdf?id=Sks9_ajex,Paying More Attention to Attention: Improving the Performance of Convolutional Neural Networks via Attention Transfer
"Alex X. Lee, Sergey Levine, Pieter Abbeel",Accept (Poster),https://openreview.net/forum?id=r1YNw6sxg&noteId=r1YNw6sxg,r1YNw6sxg,https://openreview.net/pdf?id=r1YNw6sxg,Learning Visual Servoing with Deep Features and Fitted Q-Iteration
"Carlos Florensa, Yan Duan, Pieter Abbeel",Accept (Poster),https://openreview.net/forum?id=B1oK8aoxe&noteId=B1oK8aoxe,B1oK8aoxe,https://openreview.net/pdf?id=B1oK8aoxe,Stochastic Neural Networks for Hierarchical Reinforcement Learning
"George Philipp, Jaime G. Carbonell",Accept (Poster),https://openreview.net/forum?id=BJK3Xasel&noteId=BJK3Xasel,BJK3Xasel,https://openreview.net/pdf?id=BJK3Xasel,Nonparametric Neural Networks
"Jimmy Ba, Roger Grosse, James Martens",Accept (Poster),https://openreview.net/forum?id=SkkTMpjex&noteId=SkkTMpjex,SkkTMpjex,https://jimmylba.github.io/papers/nsync.pdf,Distributed Second-Order Optimization using Kronecker-Factored Approximations
"Hao Li, Asim Kadav, Igor Durdanovic, Hanan Samet, Hans Peter Graf",Accept (Poster),https://openreview.net/forum?id=rJqFGTslg&noteId=rJqFGTslg,rJqFGTslg,https://openreview.net/pdf?id=rJqFGTslg,Pruning Filters for Efficient ConvNets
"Florian Bordes, Sina Honari, Pascal Vincent",Accept (Poster),https://openreview.net/forum?id=BJAFbaolg&noteId=BJAFbaolg,BJAFbaolg,https://openreview.net/pdf?id=BJAFbaolg,Learning to Generate Samples from Noise through Infusion Training
"Xingyi Li, Fuxin Li, Xiaoli Fern, Raviv Raich",Accept (Poster),https://openreview.net/forum?id=S1TER2oll&noteId=S1TER2oll,S1TER2oll,https://openreview.net/pdf?id=S1TER2oll,FILTER SHAPING FOR CONVOLUTIONAL NEURAL NETWORKS
"Mengye Ren, Renjie Liao, Raquel Urtasun, Fabian H. Sinz, Richard S. Zemel",Accept (Poster),https://openreview.net/forum?id=rk5upnsxe&noteId=rk5upnsxe,rk5upnsxe,https://openreview.net/pdf?id=rk5upnsxe,Normalizing the Normalizers: Comparing and Extending Network Normalization Schemes
"Eleanor Batty, Josh Merel, Nora Brackbill, Alexander Heitman, Alexander Sher, Alan Litke, E.J. Chichilnisky, Liam Paninski",Accept (Poster),https://openreview.net/forum?id=HkEI22jeg&noteId=HkEI22jeg,HkEI22jeg,https://openreview.net/pdf?id=HkEI22jeg,Multilayer Recurrent Network Models of Primate Retinal Ganglion Cell Responses
"David Warde-Farley, Yoshua Bengio",Accept (Poster),https://openreview.net/forum?id=S1X7nhsxl&noteId=S1X7nhsxl,S1X7nhsxl,https://openreview.net/pdf?id=S1X7nhsxl,Improving Generative Adversarial Networks with Denoising Feature Matching
Minmin Chen,Accept (Poster),https://openreview.net/forum?id=B1Igu2ogg&noteId=B1Igu2ogg,B1Igu2ogg,https://openreview.net/pdf?id=B1Igu2ogg,Efficient Vector Representation for Documents through Corruption
"Abhishek Gupta, Coline Devin, YuXuan Liu, Pieter Abbeel, Sergey Levine",Accept (Poster),https://openreview.net/forum?id=Hyq4yhile&noteId=Hyq4yhile,Hyq4yhile,https://openreview.net/pdf?id=Hyq4yhile,Learning Invariant Feature Spaces to Transfer Skills with Reinforcement Learning
"Xingyu Lin, Hao Wang, Zhihao Li, Yimeng Zhang, Alan Yuille, Tai Sing Lee",Accept (Poster),https://openreview.net/forum?id=B1gtu5ilg&noteId=B1gtu5ilg,B1gtu5ilg,https://openreview.net/pdf?id=B1gtu5ilg,Transfer of View-manifold Learning to Similarity Perception of Novel Objects
"Ivan Ustyuzhaninov *, Wieland Brendel *, Leon Gatys, Matthias Bethge",Accept (Poster),https://openreview.net/forum?id=BJhZeLsxx&noteId=BJhZeLsxx,BJhZeLsxx,https://openreview.net/pdf?id=BJhZeLsxx,What does it take to generate natural textures?
"Brian Cheung, Eric Weiss, Bruno Olshausen",Accept (Poster),https://openreview.net/forum?id=SJJKxrsgl&noteId=SJJKxrsgl,SJJKxrsgl,https://openreview.net/pdf?id=SJJKxrsgl,Emergence of foveal image sampling from learning to attend in visual scenes
"Wentao Huang, Kechen Zhang",Accept (Poster),https://openreview.net/forum?id=SkYbF1slg&noteId=SkYbF1slg,SkYbF1slg,https://openreview.net/pdf?id=SkYbF1slg,An Information-Theoretic Framework for Fast and Robust Unsupervised Learning via Neural Population Infomax
"Tim Salimans, Andrej Karpathy, Xi Chen, Diederik P. Kingma",Accept (Poster),https://openreview.net/forum?id=BJrFC6ceg&noteId=BJrFC6ceg,BJrFC6ceg,https://openreview.net/pdf?id=BJrFC6ceg,PixelCNN++: Improving the PixelCNN with Discretized Logistic Mixture Likelihood and Other Modifications
"Tong Che, Yanran Li, Athul Jacob, Yoshua Bengio, Wenjie Li",Accept (Poster),https://openreview.net/forum?id=HJKkY35le&noteId=HJKkY35le,HJKkY35le,https://openreview.net/pdf?id=HJKkY35le,Mode Regularized Generative Adversarial Networks
"Klaus Greff, Rupesh K. Srivastava, Jürgen Schmidhuber",Accept (Poster),https://openreview.net/forum?id=Skn9Shcxe&noteId=Skn9Shcxe,Skn9Shcxe,https://openreview.net/pdf?id=Skn9Shcxe,Highway and Residual Networks learn Unrolled Iterative Estimation
"Edouard Grave, Armand Joulin, Nicolas Usunier",Accept (Poster),https://openreview.net/forum?id=B184E5qee&noteId=B184E5qee,B184E5qee,https://openreview.net/pdf?id=B184E5qee,Improving Neural Language Models with a Continuous Cache
"Yaniv Taigman, Adam Polyak, Lior Wolf",Accept (Poster),https://openreview.net/forum?id=Sk2Im59ex&noteId=Sk2Im59ex,Sk2Im59ex,https://openreview.net/pdf?id=Sk2Im59ex,Unsupervised Cross-Domain Image Generation
"Bradly C Stadie, Pieter Abbeel, Ilya Sutskever",Accept (Poster),https://openreview.net/forum?id=B16dGcqlx&noteId=B16dGcqlx,B16dGcqlx,https://openreview.net/pdf?id=B16dGcqlx,Third Person Imitation Learning
"Sanjay Purushotham, Wilka Carvalho, Tanachat Nilanon, Yan Liu",Accept (Poster),https://openreview.net/forum?id=rk9eAFcxg&noteId=rk9eAFcxg,rk9eAFcxg,https://openreview.net/pdf?id=rk9eAFcxg,Variational Recurrent Adversarial Deep Domain Adaptation
"Pavol Bielik, Veselin Raychev, Martin Vechev",Accept (Poster),https://openreview.net/forum?id=ry_sjFqgx&noteId=ry_sjFqgx,ry_sjFqgx,https://openreview.net/pdf?id=ry_sjFqgx,Program Synthesis for Character Level Language Modeling
"Nicolas Usunier, Gabriel Synnaeve, Zeming Lin, Soumith Chintala",Accept (Poster),https://openreview.net/forum?id=r1LXit5ee&noteId=r1LXit5ee,r1LXit5ee,https://openreview.net/pdf?id=r1LXit5ee,Episodic Exploration for Deep Deterministic Policies for StarCraft Micromanagement
"Karen Ullrich, Edward Meeds, Max Welling",Accept (Poster),https://openreview.net/forum?id=HJGwcKclx&noteId=HJGwcKclx,HJGwcKclx,https://openreview.net/pdf?id=HJGwcKclx,Soft Weight-Sharing for Neural Network Compression
"Chengtao Li, Daniel Tarlow, Alexander L. Gaunt, Marc Brockschmidt, Nate Kushman",Accept (Poster),https://openreview.net/forum?id=HJjiFK5gx&noteId=HJjiFK5gx,HJjiFK5gx,https://openreview.net/pdf?id=HJjiFK5gx,Neural Program Lattices
"Mikael Henaff, Jason Weston, Arthur Szlam, Antoine Bordes, Yann LeCun",Accept (Poster),https://openreview.net/forum?id=rJTKKKqeg&noteId=rJTKKKqeg,rJTKKKqeg,https://openreview.net/pdf?id=rJTKKKqeg,Tracking the World State with Recurrent Entity Networks
"Taco S. Cohen, Max Welling",Accept (Poster),https://openreview.net/forum?id=rJQKYt5ll&noteId=rJQKYt5ll,rJQKYt5ll,https://openreview.net/pdf?id=rJQKYt5ll,Steerable CNNs
"Xiaoxiao Guo, Tim Klinger, Clemens Rosenbaum, Joseph P. Bigus, Murray Campbell, Ban Kawas, Kartik Talamadupula, Gerry Tesauro, Satinder   Singh",Accept (Poster),https://openreview.net/forum?id=rJ0-tY5xe&noteId=rJ0-tY5xe,rJ0-tY5xe,https://openreview.net/pdf?id=rJ0-tY5xe,"Learning to Query, Reason, and Answer Questions On Ambiguous Texts"
"William Lotter, Gabriel Kreiman, David Cox",Accept (Poster),https://openreview.net/forum?id=B1ewdt9xe&noteId=B1ewdt9xe,B1ewdt9xe,https://openreview.net/pdf?id=B1ewdt9xe,Deep Predictive Coding Networks for Video Prediction and Unsupervised Learning
"Adriana Romero, Pierre Luc Carrier, Akram Erraqabi, Tristan Sylvain, Alex Auvolat, Etienne Dejoie, Marc-André Legault, Marie-Pierre Dubé, Julie G. Hussin, Yoshua Bengio",Accept (Poster),https://openreview.net/forum?id=Sk-oDY9ge&noteId=Sk-oDY9ge,Sk-oDY9ge,https://openreview.net/pdf?id=Sk-oDY9ge,Diet Networks: Thin Parameters for Fat Genomics
"Timothy Dozat, Christopher D. Manning",Accept (Poster),https://openreview.net/forum?id=Hk95PK9le&noteId=Hk95PK9le,Hk95PK9le,https://openreview.net/pdf?id=Hk95PK9le,Deep Biaffine Attention for Neural Dependency Parsing
"Ishaan Gulrajani, Kundan Kumar, Faruk Ahmed, Adrien Ali Taiga, Francesco Visin, David Vazquez, Aaron Courville",Accept (Poster),https://openreview.net/forum?id=BJKYvt5lg&noteId=BJKYvt5lg,BJKYvt5lg,https://openreview.net/pdf?id=BJKYvt5lg,PixelVAE: A Latent Variable Model for Natural Images
"Gao Huang, Yixuan Li, Geoff Pleiss, Zhuang Liu, John E. Hopcroft, Kilian Q. Weinberger",Accept (Poster),https://openreview.net/forum?id=BJYwwY9ll&noteId=BJYwwY9ll,BJYwwY9ll,https://openreview.net/pdf?id=BJYwwY9ll,"Snapshot Ensembles: Train 1, Get M for Free"
"Yuxin Wu, Yuandong Tian",Accept (Poster),https://openreview.net/forum?id=Hk3mPK5gg&noteId=Hk3mPK5gg,Hk3mPK5gg,https://openreview.net/pdf?id=Hk3mPK5gg,Training Agent for First-Person Shooter Game with Actor-Critic Curriculum Learning
"Emilio Parisotto, Abdel-rahman Mohamed, Rishabh Singh, Lihong Li, Dengyong Zhou, Pushmeet Kohli",Accept (Poster),https://openreview.net/forum?id=rJ0JwFcex&noteId=rJ0JwFcex,rJ0JwFcex,https://openreview.net/pdf?id=rJ0JwFcex,Neuro-Symbolic Program Synthesis
"Ruben Villegas, Jimei Yang, Seunghoon Hong, Xunyu Lin, Honglak Lee",Accept (Poster),https://openreview.net/forum?id=rkEFLFqee&noteId=rkEFLFqee,rkEFLFqee,https://openreview.net/pdf?id=rkEFLFqee,Decomposing Motion and Content for Natural Video Sequence Prediction
"Harrison Edwards, Amos Storkey",Accept (Poster),https://openreview.net/forum?id=HJDBUF5le&noteId=HJDBUF5le,HJDBUF5le,https://openreview.net/pdf?id=HJDBUF5le,Towards a Neural Statistician
"Dougal J. Sutherland, Hsiao-Yu Tung, Heiko Strathmann, Soumyajit De, Aaditya Ramdas, Alex Smola, Arthur Gretton",Accept (Poster),https://openreview.net/forum?id=HJWHIKqgl&noteId=HJWHIKqgl,HJWHIKqgl,https://openreview.net/pdf?id=HJWHIKqgl,Generative Models and Model Criticism via Optimized Maximum Mean Discrepancy
"Chelsea Finn, Tianhe Yu, Justin Fu, Pieter Abbeel, Sergey Levine",Accept (Poster),https://openreview.net/forum?id=ryHlUtqge&noteId=ryHlUtqge,ryHlUtqge,https://openreview.net/pdf?id=ryHlUtqge,Generalizing Skills with Semi-Supervised Reinforcement Learning
"Aaron Klein, Stefan Falkner, Jost Tobias Springenberg, Frank Hutter",Accept (Poster),https://openreview.net/forum?id=S11KBYclx&noteId=S11KBYclx,S11KBYclx,https://openreview.net/pdf?id=S11KBYclx,Learning Curve Prediction with Bayesian Neural Networks
"Ke Li, Jitendra Malik",Accept (Poster),https://openreview.net/forum?id=ry4Vrt5gl&noteId=ry4Vrt5gl,ry4Vrt5gl,https://openreview.net/pdf?id=ry4Vrt5gl,Learning to Optimize
"Shuohang Wang, Jing Jiang",Accept (Poster),https://openreview.net/forum?id=HJTzHtqee&noteId=HJTzHtqee,HJTzHtqee,https://openreview.net/pdf?id=HJTzHtqee,A Compare-Aggregate Model for Matching Text Sequences
"Ziang Xie, Sida I. Wang, Jiwei Li, Daniel Lévy, Aiming Nie, Dan Jurafsky, Andrew Y. Ng",Accept (Poster),https://openreview.net/forum?id=H1VyHY9gg&noteId=H1VyHY9gg,H1VyHY9gg,https://arxiv.org/pdf/1703.02573.pdf,Data Noising as Smoothing in Neural Network Language Models
"Shengjie Wang, Haoran Cai, Jeff Bilmes, William Noble",Accept (Poster),https://openreview.net/forum?id=Hku9NK5lx&noteId=Hku9NK5lx,Hku9NK5lx,https://openreview.net/pdf?id=Hku9NK5lx,Training Compressed Fully-Connected Networks with a Density-Diversity Penalty
"Akash Srivastava, Charles Sutton",Accept (Poster),https://openreview.net/forum?id=BybtVK9lg&noteId=BybtVK9lg,BybtVK9lg,https://openreview.net/pdf?id=BybtVK9lg,Autoencoding Variational Inference For Topic Models
Akshay Balsubramani,Accept (Poster),https://openreview.net/forum?id=ryelgY5eg&noteId=ryelgY5eg,ryelgY5eg,https://openreview.net/pdf?id=ryelgY5eg,Optimal Binary Autoencoding with Pairwise Correlations
"Yuhuai Wu, Yuri Burda, Ruslan Salakhutdinov, Roger Grosse",Accept (Poster),https://openreview.net/forum?id=B1M8JF9xx&noteId=B1M8JF9xx,B1M8JF9xx,https://openreview.net/pdf?id=B1M8JF9xx,On the Quantitative Analysis of Decoder-Based Generative Models
"Chenzhuo Zhu, Song Han, Huizi Mao, William J. Dally",Accept (Poster),https://openreview.net/forum?id=S1_pAu9xl&noteId=S1_pAu9xl,S1_pAu9xl,https://openreview.net/pdf?id=S1_pAu9xl,Trained Ternary Quantization
"Song Han, Jeff Pool, Sharan Narang, Huizi Mao, Enhao Gong, Shijian Tang, Erich Elsen, Peter Vajda, Manohar Paluri, John Tran, Bryan Catanzaro, William J. Dally",Accept (Poster),https://openreview.net/forum?id=HyoST_9xl&noteId=HyoST_9xl,HyoST_9xl,https://openreview.net/pdf?id=HyoST_9xl,DSD: Dense-Sparse-Dense Training for Deep Neural Networks
"Michael Chang, Tomer Ullman, Antonio Torralba, Joshua Tenenbaum",Accept (Poster),https://openreview.net/forum?id=Bkab5dqxe&noteId=Bkab5dqxe,Bkab5dqxe,https://openreview.net/pdf?id=Bkab5dqxe,A Compositional Object-Based Approach to Learning Physical Dynamics
"Lukasz Kaiser, Ofir Nachum, Aurko Roy, Samy Bengio",Accept (Poster),https://openreview.net/forum?id=SJTQLdqlg&noteId=SJTQLdqlg,SJTQLdqlg,https://openreview.net/pdf?id=SJTQLdqlg,Learning to Remember Rare Events
"Zhilin Yang, Ruslan Salakhutdinov, William W. Cohen",Accept (Poster),https://openreview.net/forum?id=ByxpMd9lx&noteId=ByxpMd9lx,ByxpMd9lx,https://openreview.net/pdf?id=ByxpMd9lx,Transfer Learning for Sequence Tagging with Hierarchical Recurrent Networks
"Zhilin Yang, Bhuwan Dhingra, Ye Yuan, Junjie Hu, William W. Cohen, Ruslan Salakhutdinov",Accept (Poster),https://openreview.net/forum?id=B1hdzd5lg&noteId=B1hdzd5lg,B1hdzd5lg,https://openreview.net/pdf?id=B1hdzd5lg,Words or Characters? Fine-grained Gating for Reading Comprehension
"Sanjeev Arora, Yingyu Liang, Tengyu Ma",Accept (Poster),https://openreview.net/forum?id=SyK00v5xx&noteId=SyK00v5xx,SyK00v5xx,https://openreview.net/pdf?id=SyK00v5xx,A Simple but Tough-to-Beat Baseline for Sentence Embeddings
"Jasmine Collins, Jascha Sohl-Dickstein, David Sussillo",Accept (Poster),https://openreview.net/forum?id=BydARw9ex&noteId=BydARw9ex,BydARw9ex,https://openreview.net/pdf?id=BydARw9ex,Capacity and Trainability in Recurrent Neural Networks
"Misha Denil, Pulkit Agrawal, Tejas D Kulkarni, Tom Erez, Peter Battaglia, Nando de Freitas",Accept (Poster),https://openreview.net/forum?id=r1nTpv9eg&noteId=r1nTpv9eg,r1nTpv9eg,https://openreview.net/pdf?id=r1nTpv9eg,Learning to Perform Physics Experiments via Deep Reinforcement Learning
"Ofir Nachum, Mohammad Norouzi, Dale Schuurmans",Accept (Poster),https://openreview.net/forum?id=ryT4pvqll&noteId=ryT4pvqll,ryT4pvqll,https://openreview.net/pdf?id=ryT4pvqll,Improving Policy Gradient by Exploring Under-appreciated Rewards
"Moshe Looks, Marcello Herreshoff, DeLesley Hutchins, Peter Norvig",Accept (Poster),https://openreview.net/forum?id=ryrGawqex&noteId=ryrGawqex,ryrGawqex,https://openreview.net/pdf?id=ryrGawqex,Deep Learning with Dynamic Computation Graphs
"Zihang Dai, Amjad Almahairi, Philip Bachman, Eduard Hovy, Aaron Courville",Accept (Poster),https://openreview.net/forum?id=SyxeqhP9ll&noteId=SyxeqhP9ll,SyxeqhP9ll,https://openreview.net/pdf?id=SyxeqhP9ll,Calibrating Energy-based Generative Adversarial Networks
"Pavlo Molchanov, Stephen Tyree, Tero Karras, Timo Aila, Jan Kautz",Accept (Poster),https://openreview.net/forum?id=SJGCiw5gl&noteId=SJGCiw5gl,SJGCiw5gl,https://openreview.net/pdf?id=SJGCiw5gl,Pruning Convolutional Neural Networks for Resource Efficient Inference
"Minjoon Seo, Sewon Min, Ali Farhadi, Hannaneh Hajishirzi",Accept (Poster),https://openreview.net/forum?id=B1MRcPclx&noteId=B1MRcPclx,B1MRcPclx,https://arxiv.org/pdf/1606.04582.pdf,Query-Reduction Networks for Question Answering
"Bowen Baker, Otkrist Gupta, Nikhil Naik, Ramesh Raskar",Accept (Poster),https://openreview.net/forum?id=S1c2cvqee&noteId=S1c2cvqee,S1c2cvqee,https://openreview.net/pdf?id=S1c2cvqee,Designing Neural Network Architectures using Reinforcement Learning
"Shuohang Wang, Jing Jiang",Accept (Poster),https://openreview.net/forum?id=B1-q5Pqxl&noteId=B1-q5Pqxl,B1-q5Pqxl,https://openreview.net/pdf?id=B1-q5Pqxl,Machine Comprehension Using Match-LSTM and Answer Pointer
"Tian Zhao, Xiao Bing Huang, Yu Cao",Accept (Poster),https://openreview.net/forum?id=Bks8cPcxe&noteId=Bks8cPcxe,Bks8cPcxe,https://openreview.net/pdf?id=Bks8cPcxe,DeepDSL: A Compilation-based Domain-Specific Language for Deep Learning
"Minjoon Seo, Aniruddha Kembhavi, Ali Farhadi, Hannaneh Hajishirzi",Accept (Poster),https://openreview.net/forum?id=HJ0UKP9ge&noteId=HJ0UKP9ge,HJ0UKP9ge,https://arxiv.org/pdf/1611.01603.pdf,Bidirectional Attention Flow for Machine Comprehension
"Guillaume Berger, Roland Memisevic",Accept (Poster),https://openreview.net/forum?id=HyGTuv9eg&noteId=HyGTuv9eg,HyGTuv9eg,https://openreview.net/pdf?id=HyGTuv9eg,Incorporating long-range consistency in CNN-based texture generation
"Caiming Xiong, Victor Zhong, Richard Socher",Accept (Poster),https://openreview.net/forum?id=rJeKjwvclx&noteId=rJeKjwvclx,rJeKjwvclx,https://openreview.net/pdf?id=rJeKjwvclx,Dynamic Coattention Networks For Question Answering
"Soroush Mehri, Kundan Kumar, Ishaan Gulrajani, Rithesh Kumar, Shubham Jain, Jose Sotelo, Aaron Courville, Yoshua Bengio",Accept (Poster),https://openreview.net/forum?id=SkxKPDv5xl&noteId=SkxKPDv5xl,SkxKPDv5xl,https://openreview.net/pdf?id=SkxKPDv5xl,SampleRNN: An Unconditional End-to-End Neural Audio Generation Model
"Jessica B. Hamrick, Andrew J. Ballard, Razvan Pascanu, Oriol Vinyals, Nicolas Heess, Peter W. Battaglia",Accept (Poster),https://openreview.net/forum?id=Bk8BvDqex&noteId=Bk8BvDqex,Bk8BvDqex,https://openreview.net/pdf?id=Bk8BvDqex,Metacontrol for Adaptive Imagination-Based Optimization
"Sharan Narang, Greg Diamos, Shubho Sengupta, Erich Elsen",Accept (Poster),https://openreview.net/forum?id=BylSPv9gx&noteId=BylSPv9gx,BylSPv9gx,https://openreview.net/pdf?id=BylSPv9gx,Exploring Sparsity in Recurrent Neural Networks
"Lucas Theis, Wenzhe Shi, Andrew Cunningham, Ferenc Huszár",Accept (Poster),https://openreview.net/forum?id=rJiNwv9gg&noteId=rJiNwv9gg,rJiNwv9gg,https://openreview.net/pdf?id=rJiNwv9gg,Lossy Image Compression with Compressive Autoencoders
"Yoon Kim, Carl Denton, Luong Hoang, Alexander M. Rush",Accept (Poster),https://openreview.net/forum?id=HkE0Nvqlg&noteId=HkE0Nvqlg,HkE0Nvqlg,https://openreview.net/pdf?id=HkE0Nvqlg,Structured Attention Networks
"David Krueger, Tegan Maharaj, Janos Kramar, Mohammad Pezeshki, Nicolas Ballas, Nan Rosemary Ke, Anirudh  Goyal, Yoshua Bengio, Aaron Courville, Christopher Pal",Accept (Poster),https://openreview.net/forum?id=rJqBEPcxe&noteId=rJqBEPcxe,rJqBEPcxe,https://openreview.net/pdf?id=rJqBEPcxe,Zoneout: Regularizing RNNs by Randomly Preserving Hidden Activations
"Dustin Tran, Matthew D. Hoffman, Rif A. Saurous, Eugene Brevdo, Kevin Murphy, David M. Blei",Accept (Poster),https://openreview.net/forum?id=Hy6b4Pqee&noteId=Hy6b4Pqee,Hy6b4Pqee,https://openreview.net/pdf?id=Hy6b4Pqee,Deep Probabilistic Programming
"Jianwei Yang, Anitha Kannan, Dhruv Batra, Devi Parikh",Accept (Poster),https://openreview.net/forum?id=HJ1kmv9xx&noteId=HJ1kmv9xx,HJ1kmv9xx,https://openreview.net/pdf?id=HJ1kmv9xx,LR-GAN: Layered Recursive Generative Adversarial Networks for Image Generation
"Xi Chen, Diederik P. Kingma, Tim Salimans, Yan Duan, Prafulla Dhariwal, John Schulman, Ilya Sutskever, Pieter Abbeel",Accept (Poster),https://openreview.net/forum?id=BysvGP5ee&noteId=BysvGP5ee,BysvGP5ee,https://openreview.net/pdf?id=BysvGP5ee,Variational Lossy Autoencoder
"Thomas Laurent, James von Brecht",Accept (Poster),https://openreview.net/forum?id=S1dIzvclg&noteId=S1dIzvclg,S1dIzvclg,https://openreview.net/pdf?id=S1dIzvclg,A recurrent neural network without chaos
"Noam Shazeer, *Azalia Mirhoseini, *Krzysztof Maziarz, Andy Davis, Quoc Le, Geoffrey Hinton, Jeff Dean",Accept (Poster),https://openreview.net/forum?id=B1ckMDqlg&noteId=B1ckMDqlg,B1ckMDqlg,https://openreview.net/pdf?id=B1ckMDqlg, Outrageously Large Neural Networks: The Sparsely-Gated Mixture-of-Experts Layer
"David Alvarez-Melis, Tommi S. Jaakkola",Accept (Poster),https://openreview.net/forum?id=HkYhZDqxg&noteId=HkYhZDqxg,HkYhZDqxg,https://openreview.net/pdf?id=HkYhZDqxg,Tree-structured decoding with doubly-recurrent neural networks
"Abhishek Sinha, Aahitagni Mukherjee, Mausoom Sarkar, Balaji Krishnamurthy",Accept (Poster),https://openreview.net/forum?id=Hkg8bDqee&noteId=Hkg8bDqee,Hkg8bDqee,https://openreview.net/pdf?id=Hkg8bDqee,Introspection:Accelerating Neural Network Training By Learning Weight Evolution
